gender,age,income,member
1,41,55000,1
0,56,69000,1
1,50,98000,1
1,58,55000,1
1,39,61000,1
0,60,55000,1
0,60,74000,1
1,24,38000,1
1,48,57000,1
1,50,110000,1
0,41,67000,1
1,45,84000,1
1,48,93000,1
1,59,87000,1
1,43,45000,1
0,56,67000,1
1,54,93000,1
0,48,47000,1
1,63,49000,1
1,47,35000,1
1,52,56000,1
0,58,78000,1
1,78,39000,1
1,43,40000,1
1,68,61000,1
1,18,48000,1
0,39,85000,1
1,74,99000,1
0,53,98000,1
0,61,67000,1
1,23,54000,1
1,46,55000,1
1,51,78000,1
1,77,86000,1
0,79,91000,1
1,41,41000,1
0,60,78000,1
0,54,47000,1
1,73,76000,1
1,47,77000,1
1,84,82000,1
1,20,56000,1
0,24,35000,1
0,58,71000,1
1,35,40000,1
1,57,33000,1
1,87,55000,1
0,86,84000,1
0,57,100000,1
1,61,112000,1
1,25,53000,1
1,38,31000,1
1,94,50000,1
1,59,61000,1
0,49,73000,1
0,61,72000,1
1,31,64000,1
0,75,53000,1
1,51,65000,1
1,68,74000,1
1,86,71000,1
0,62,117000,1
1,61,64000,1
0,63,57000,1
0,26,52000,1
0,50,77000,1
0,45,93000,1
0,88,64000,1
0,50,92000,1
0,65,119000,1
1,55,76000,1
1,71,95000,1
0,34,46000,1
1,81,65000,1
0,65,98000,1
0,63,62000,1
1,73,58000,1
0,84,77000,1
0,55,62000,1
1,63,70000,1
0,24,51000,1
1,36,74000,1
1,56,69000,1
0,65,119000,1
1,75,75000,1
1,71,114000,1
1,71,118000,1
1,61,39000,1
1,19,73000,1
0,64,34000,1
0,66,112000,1
1,37,59000,1
1,22,49000,1
0,54,96000,1
1,62,73000,1
0,50,75000,1
0,80,87000,1
1,55,112000,1
1,40,50000,1
1,43,52000,1
1,61,53000,1
0,32,43000,1
0,68,32000,1
0,66,104000,1
1,36,35000,1
1,38,60000,1
0,80,54000,1
0,82,68000,1
1,45,74000,1
1,89,63000,1
0,45,94000,1
1,59,35000,1
1,22,44000,1
0,67,50000,1
0,30,41000,1
1,56,88000,1
0,53,100000,1
1,32,58000,1
0,51,73000,1
0,38,66000,1
0,52,45000,1
1,55,68000,1
1,81,41000,1
1,55,78000,1
0,51,67000,1
0,71,74000,1
1,45,84000,1
1,49,71000,1
1,62,48000,1
0,65,99000,1
0,50,63000,1
0,20,60000,1
0,49,31000,1
1,55,83000,1
1,58,54000,1
0,95,64000,1
0,83,99000,1
0,56,70000,1
1,66,54000,1
1,87,74000,1
1,55,89000,1
0,52,114000,1
0,59,83000,1
0,59,51000,1
0,49,74000,1
0,62,46000,1
0,56,80000,1
0,51,97000,1
0,47,62000,1
1,38,96000,1
1,43,44000,1
1,43,72000,1
1,49,84000,1
0,36,57000,1
0,45,58000,1
1,53,95000,1
1,43,60000,1
0,18,67000,1
1,40,41000,1
0,83,114000,1
1,49,65000,1
0,51,106000,1
1,25,55000,1
1,71,55000,1
1,58,71000,1
1,53,36000,1
0,83,93000,1
1,46,56000,1
0,69,97000,1
1,51,73000,1
1,61,68000,1
0,81,101000,1
1,60,41000,1
1,48,75000,1
0,48,87000,1
1,73,63000,1
0,41,89000,1
0,39,77000,1
1,31,56000,1
1,38,61000,1
0,46,36000,1
1,87,72000,1
0,53,83000,1
0,93,48000,1
1,42,41000,1
1,54,79000,1
1,47,53000,1
1,75,109000,1
0,79,61000,1
0,36,64000,1
1,30,43000,1
1,34,50000,1
0,39,78000,1
0,52,87000,1
1,43,34000,1
1,75,38000,1
1,47,40000,1
0,60,117000,1
1,31,43000,1
1,70,35000,1
0,49,36000,1
1,48,56000,1
1,37,36000,1
0,67,67000,1
1,48,65000,1
1,69,38000,1
1,66,32000,1
1,38,56000,1
0,59,90000,1
1,43,65000,1
1,43,41000,1
0,68,108000,1
1,60,45000,1
1,53,39000,1
1,34,50000,1
1,77,64000,1
0,88,73000,1
0,62,88000,1
1,63,86000,1
1,70,99000,1
1,38,33000,1
0,44,39000,1
0,40,50000,1
1,51,99000,1
0,72,60000,1
1,22,45000,1
1,72,49000,1
1,70,37000,1
1,23,65000,1
1,38,75000,1
0,71,67000,1
1,50,51000,1
1,72,35000,1
1,43,31000,1
1,63,70000,1
1,73,46000,1
1,53,57000,1
0,37,57000,1
1,45,44000,1
1,59,61000,1
1,74,51000,1
1,18,36000,1
0,94,84000,1
1,38,33000,1
0,67,50000,1
0,46,36000,1
1,82,41000,1
1,37,36000,1
0,65,71000,1
0,66,34000,1
0,65,57000,1
0,54,52000,1
1,63,113000,1
0,50,110000,1
1,64,81000,1
1,66,50000,1
0,76,62000,1
0,56,82000,1
1,49,75000,1
0,29,53000,1
0,51,56000,1
1,69,68000,1
1,48,52000,1
1,25,68000,1
1,82,78000,1
0,57,70000,1
1,50,70000,1
0,74,72000,1
0,49,59000,1
1,80,88000,1
0,62,81000,1
1,63,50000,1
0,54,109000,1
1,45,55000,1
0,49,110000,1
1,61,35000,1
1,46,46000,1
1,64,59000,1
0,69,89000,1
1,69,64000,1
1,66,70000,1
1,60,56000,1
0,40,51000,1
1,74,64000,1
0,52,31000,1
0,62,55000,1
0,61,118000,1
0,22,55000,1
1,62,35000,1
1,23,63000,1
0,90,104000,1
0,72,41000,1
0,69,93000,1
0,71,43000,1
1,32,38000,1
1,36,51000,1
0,58,38000,1
1,75,103000,1
0,58,41000,1
1,76,69000,1
0,49,73000,1
0,57,90000,1
1,66,74000,1
1,33,54000,1
1,54,39000,1
0,48,82000,1
0,66,62000,1
0,46,73000,1
0,51,91000,1
0,67,58000,1
0,28,65000,1
0,20,55000,1
1,74,34000,1
1,67,73000,1
1,86,55000,1
1,58,83000,1
1,67,41000,1
0,58,92000,1
0,54,82000,1
0,56,55000,1
1,58,41000,1
0,56,91000,1
1,63,61000,1
1,50,59000,1
1,63,96000,1
0,79,94000,1
1,47,92000,1
1,57,110000,1
0,63,74000,1
1,79,64000,1
1,54,92000,1
1,53,33000,1
1,53,96000,1
0,70,58000,1
0,47,77000,1
1,42,60000,1
1,61,100000,1
1,30,35000,1
1,59,108000,1
1,38,38000,1
0,72,35000,1
1,69,36000,1
1,31,55000,1
0,58,37000,1
0,74,61000,1
1,66,72000,1
0,65,88000,1
0,56,83000,1
1,63,51000,1
0,38,69000,1
0,70,78000,1
0,64,70000,1
0,43,47000,1
1,47,69000,1
1,49,91000,1
0,64,59000,1
0,50,67000,1
0,56,106000,1
1,53,69000,1
1,33,68000,1
1,25,56000,1
0,58,77000,1
0,73,67000,1
1,45,52000,1
0,22,50000,1
0,50,110000,1
1,57,33000,1
1,56,56000,1
0,68,115000,1
1,36,67000,1
1,66,50000,1
0,68,117000,1
0,84,68000,1
0,74,52000,1
0,49,70000,1
0,30,69000,1
0,74,97000,1
0,55,57000,1
1,19,65000,1
1,69,70000,1
0,69,34000,1
1,54,39000,1
1,25,60000,1
0,49,112000,1
1,55,41000,1
1,69,72000,1
1,60,68000,1
1,40,91000,1
0,64,59000,1
1,65,50000,1
0,91,37000,1
1,71,87000,1
1,57,38000,1
1,51,93000,1
1,82,89000,1
1,60,68000,1
1,68,71000,1
1,42,63000,1
0,65,77000,1
0,42,53000,1
1,45,63000,1
1,64,38000,1
0,53,32000,1
0,47,53000,1
1,92,113000,1
0,42,48000,1
1,45,68000,1
0,60,47000,1
1,32,34000,1
1,63,73000,1
0,89,81000,1
0,54,91000,1
0,53,95000,1
1,60,42000,1
1,21,74000,1
1,63,58000,1
0,90,75000,1
1,47,82000,1
1,25,46000,1
1,41,61000,1
1,22,31000,1
0,57,51000,1
0,37,100000,1
0,65,79000,1
1,45,32000,1
1,42,53000,1
1,19,69000,1
1,33,51000,1
0,96,72000,1
1,46,42000,1
0,62,103000,1
0,50,92000,1
1,59,64000,1
1,73,106000,1
0,57,89000,1
1,86,92000,1
0,74,72000,1
0,88,71000,1
1,63,44000,1
0,49,44000,1
0,49,115000,1
1,63,64000,1
1,25,73000,1
0,22,36000,1
0,55,58000,1
1,67,44000,1
0,52,71000,1
1,50,89000,1
0,42,56000,1
1,53,78000,1
0,70,101000,1
0,57,111000,1
1,41,49000,1
0,62,67000,1
1,63,90000,1
1,53,40000,1
1,60,57000,1
0,90,71000,1
1,52,50000,1
1,28,35000,1
0,68,76000,1
0,43,63000,1
0,20,47000,1
1,52,104000,1
0,73,75000,1
1,36,52000,1
1,28,51000,1
0,69,84000,1
0,33,56000,1
0,39,35000,1
0,51,84000,1
1,79,50000,1
1,40,44000,1
0,59,109000,1
1,54,75000,1
1,32,48000,1
1,37,57000,1
0,49,79000,1
1,66,69000,1
1,67,35000,1
1,47,38000,1
1,57,41000,1
1,31,45000,1
1,55,52000,1
1,81,74000,1
1,43,51000,1
0,76,85000,1
0,64,83000,1
0,61,80000,1
0,44,41000,1
0,72,39000,1
1,53,61000,1
1,50,62000,1
0,50,98000,1
0,81,57000,1
0,44,36000,1
0,49,54000,1
0,61,108000,1
0,38,72000,1
1,58,77000,1
1,77,58000,1
0,63,31000,1
0,64,102000,1
0,33,43000,1
1,39,64000,1
1,61,34000,1
0,63,96000,1
1,63,34000,1
1,28,67000,1
1,46,32000,1
0,20,59000,1
1,70,98000,1
0,83,34000,1
0,20,62000,1
0,73,89000,1
1,29,67000,1
0,24,53000,1
1,98,52000,1
0,28,68000,1
1,43,88000,1
1,60,51000,1
0,59,72000,1
0,81,62000,1
0,65,51000,1
1,76,99000,1
1,66,74000,1
1,62,76000,1
1,41,41000,1
0,33,41000,1
0,52,89000,1
0,38,50000,1
1,57,83000,1
1,60,93000,1
1,41,71000,1
0,47,59000,1
1,53,91000,1
1,19,67000,1
0,55,47000,1
0,39,90000,1
1,50,42000,1
1,42,48000,1
1,56,32000,1
1,59,86000,1
1,60,92000,1
0,58,77000,1
0,64,33000,1
1,56,49000,1
1,77,73000,1
1,58,39000,1
0,69,74000,1
1,62,92000,1
1,79,71000,1
0,53,31000,1
1,64,60000,1
0,49,52000,1
1,22,54000,1
1,79,42000,1
0,38,60000,1
0,64,88000,1
0,81,71000,1
0,47,40000,1
1,20,40000,1
0,83,69000,1
1,56,57000,1
1,37,46000,1
0,44,71000,1
0,22,51000,1
1,51,53000,1
1,42,33000,1
1,48,39000,1
1,78,44000,1
1,67,69000,1
1,33,54000,1
0,83,58000,1
1,74,61000,1
1,34,72000,1
0,57,72000,1
0,29,39000,1
1,68,52000,1
0,21,31000,1
1,20,33000,1
0,62,74000,1
1,31,60000,1
1,46,75000,1
0,70,67000,1
0,54,53000,1
1,53,83000,1
0,67,102000,1
1,30,53000,1
0,76,109000,1
0,57,89000,1
1,36,37000,1
1,42,50000,1
1,54,95000,1
1,19,34000,1
0,100,118000,1
0,59,111000,1
1,72,53000,1
0,38,63000,1
0,20,39000,1
1,42,78000,1
1,51,66000,1
1,70,35000,1
1,38,56000,1
1,85,95000,1
1,53,92000,1
1,51,61000,1
1,26,63000,1
1,40,70000,1
1,75,50000,1
1,40,99000,1
0,81,33000,1
1,78,42000,1
1,53,100000,1
1,49,79000,1
1,58,31000,1
1,59,73000,1
0,58,95000,1
0,36,77000,1
1,66,56000,1
1,71,84000,1
1,83,52000,1
1,52,65000,1
0,61,109000,1
1,49,74000,1
0,70,87000,1
0,53,104000,1
0,59,73000,1
0,21,63000,1
0,53,87000,1
1,32,45000,1
0,63,51000,1
0,75,72000,1
1,56,52000,1
1,49,45000,1
1,42,93000,1
1,55,71000,1
1,44,55000,1
1,70,60000,1
1,62,31000,1
1,96,82000,1
1,65,116000,1
0,51,85000,1
0,44,63000,1
0,39,31000,1
0,40,41000,1
0,33,64000,1
0,76,64000,1
1,26,62000,1
1,65,31000,1
0,64,86000,1
1,75,36000,1
0,75,99000,1
0,58,81000,1
1,25,50000,1
1,19,46000,1
0,26,69000,1
1,58,75000,1
0,69,67000,1
1,58,93000,1
1,48,52000,1
0,26,55000,1
0,35,58000,1
1,63,46000,1
0,24,75000,1
0,48,71000,1
1,55,79000,1
1,58,44000,1
0,75,75000,1
0,55,89000,1
1,84,53000,1
0,79,102000,1
1,66,96000,1
0,67,61000,1
0,69,73000,1
1,66,62000,1
0,72,116000,1
0,69,53000,1
1,60,41000,1
1,84,72000,1
0,53,68000,1
0,81,111000,1
1,53,62000,1
1,64,56000,1
1,70,52000,1
0,52,60000,1
1,18,46000,1
0,54,37000,1
0,56,40000,1
0,68,88000,1
1,30,55000,1
1,59,32000,1
1,50,33000,1
1,30,41000,1
1,76,43000,1
1,34,39000,1
1,74,75000,1
1,56,77000,1
0,87,58000,1
1,80,60000,1
1,64,53000,1
1,22,66000,1
0,49,102000,1
1,66,35000,1
1,70,70000,1
1,52,83000,1
1,60,54000,1
1,65,52000,1
1,43,59000,1
1,24,40000,1
1,65,42000,1
1,25,35000,1
1,76,56000,1
1,73,73000,1
0,62,107000,1
1,48,39000,1
1,20,75000,1
0,60,77000,1
1,66,58000,1
1,48,57000,1
1,80,39000,1
0,46,45000,1
0,61,98000,1
0,70,71000,1
0,63,100000,1
0,30,63000,1
1,61,71000,1
1,55,74000,1
0,53,99000,1
1,50,31000,1
1,68,81000,1
0,19,67000,1
0,44,61000,1
1,65,35000,1
1,72,95000,1
1,58,47000,1
1,66,70000,1
0,67,110000,1
1,72,56000,1
1,58,31000,1
0,63,56000,1
1,74,52000,1
1,50,86000,1
1,35,73000,1
0,51,76000,1
1,48,57000,1
1,62,68000,1
0,71,108000,1
1,42,57000,1
0,78,89000,1
0,81,119000,1
0,64,71000,1
1,43,56000,1
0,48,93000,1
1,40,79000,1
0,54,73000,1
1,53,115000,1
1,63,47000,1
0,64,68000,1
1,71,73000,1
1,78,77000,1
1,43,32000,1
0,35,52000,1
1,67,82000,1
0,86,93000,1
0,53,114000,1
0,45,33000,1
1,49,40000,1
1,37,66000,1
0,81,88000,1
0,33,41000,1
0,48,74000,1
0,54,92000,1
0,88,55000,1
0,22,65000,1
0,62,98000,1
1,41,60000,1
0,60,53000,1
1,75,64000,1
0,51,100000,1
0,60,32000,1
1,80,70000,1
1,19,59000,1
1,53,34000,1
1,41,53000,1
0,55,52000,1
1,66,86000,1
0,42,59000,1
1,77,61000,1
1,59,63000,1
0,77,87000,1
0,58,93000,1
0,53,99000,1
1,43,33000,1
1,50,39000,1
0,56,76000,1
1,62,50000,1
1,64,36000,1
1,31,44000,1
1,56,99000,1
0,60,99000,1
1,51,63000,1
1,71,32000,1
1,80,51000,1
0,67,87000,1
0,76,98000,1
1,29,59000,1
0,63,81000,1
0,64,76000,1
1,22,56000,1
0,52,80000,1
0,82,99000,1
0,63,86000,1
1,27,70000,1
1,82,86000,1
0,55,81000,1
0,60,115000,1
0,67,81000,1
1,44,55000,1
1,19,46000,1
1,62,114000,1
0,57,70000,1
1,75,71000,1
1,52,73000,1
1,69,80000,1
0,50,70000,1
1,63,40000,1
0,66,62000,1
0,45,61000,1
0,63,31000,1
1,82,62000,1
1,70,47000,1
0,60,101000,1
0,85,75000,1
1,57,69000,1
1,28,41000,1
1,59,68000,1
1,57,83000,1
1,38,46000,1
1,44,47000,1
1,24,63000,1
1,76,36000,1
1,33,33000,1
0,71,72000,1
1,28,60000,1
0,63,58000,1
1,42,74000,1
0,55,53000,1
0,53,84000,1
1,64,61000,1
1,54,46000,1
0,93,59000,1
0,24,33000,1
0,48,82000,1
1,28,48000,1
0,51,98000,1
1,55,91000,1
1,23,42000,1
0,51,56000,1
1,83,39000,1
1,63,89000,1
1,53,50000,1
1,86,55000,1
1,37,64000,1
0,49,104000,1
1,61,81000,1
1,66,42000,1
0,37,60000,1
1,70,73000,1
0,65,53000,1
1,45,67000,1
1,40,57000,1
0,62,55000,1
1,42,52000,1
1,64,108000,1
1,70,105000,1
1,29,41000,1
1,37,69000,1
1,59,74000,1
1,20,62000,1
1,47,54000,1
1,37,48000,1
1,89,82000,1
1,23,34000,1
1,55,80000,1
0,48,46000,1
1,42,48000,1
0,52,114000,1
1,38,47000,1
1,35,42000,1
1,53,104000,1
0,82,65000,1
1,32,57000,1
1,28,33000,1
0,62,96000,1
0,92,63000,1
1,49,67000,1
1,82,115000,1
1,41,57000,1
1,75,89000,1
1,61,35000,1
0,61,49000,1
0,30,56000,1
1,54,72000,1
0,52,84000,1
1,43,42000,1
1,32,52000,1
0,35,74000,1
1,31,69000,1
1,50,59000,1
0,38,59000,1
0,57,53000,1
0,50,58000,1
1,24,65000,1
1,56,49000,1
1,20,67000,1
0,65,53000,1
1,33,42000,1
1,60,83000,1
0,67,107000,1
1,51,34000,1
1,49,70000,1
1,63,77000,1
1,75,97000,1
1,91,78000,1
0,101,43000,1
1,42,62000,1
0,52,80000,1
1,57,66000,1
1,72,79000,1
1,66,47000,1
1,37,72000,1
1,76,64000,1
1,56,82000,1
1,55,63000,1
1,36,47000,1
1,64,90000,1
1,23,60000,1
1,30,35000,1
1,67,57000,1
1,42,49000,1
1,41,65000,1
0,28,57000,1
0,64,93000,1
0,51,80000,1
1,82,60000,1
0,54,112000,1
1,28,59000,1
1,68,85000,1
0,37,51000,1
0,55,95000,1
0,61,73000,1
1,63,70000,1
0,69,85000,1
1,80,50000,1
0,63,72000,1
0,63,99000,1
0,33,56000,1
1,67,71000,1
0,78,72000,1
1,20,33000,1
0,54,77000,1
1,33,52000,1
1,71,56000,1
1,54,80000,1
0,87,85000,1
1,43,63000,1
1,51,33000,1
0,46,42000,1
0,52,58000,1
1,55,61000,1
1,40,87000,1
0,100,109000,1
0,24,52000,1
0,64,79000,1
0,49,67000,1
0,44,69000,1
0,49,65000,1
1,33,53000,1
0,50,94000,1
1,39,32000,1
0,52,66000,1
0,74,42000,1
1,43,70000,1
1,63,97000,1
1,53,92000,1
1,52,52000,1
1,82,97000,1
1,67,65000,1
1,66,65000,1
0,57,73000,1
1,32,55000,1
1,68,57000,1
1,81,62000,1
1,75,80000,1
1,88,67000,1
0,94,88000,1
1,24,72000,1
1,54,71000,1
0,75,80000,1
0,77,111000,1
1,83,100000,1
1,59,30000,1
1,32,47000,1
1,76,51000,1
0,77,63000,1
0,37,92000,1
1,43,39000,1
1,59,69000,1
0,57,97000,1
1,71,96000,1
1,61,50000,1
0,78,79000,1
0,29,37000,1
0,61,75000,1
0,69,72000,1
1,76,76000,1
1,53,66000,1
1,51,81000,1
1,48,62000,1
0,56,58000,1
1,78,77000,1
0,71,68000,1
0,72,75000,1
1,56,54000,1
1,56,49000,1
1,75,110000,1
0,86,40000,1
1,35,33000,1
1,95,90000,1
1,90,38000,1
1,50,62000,1
0,38,75000,1
0,47,61000,1
1,63,97000,1
1,67,97000,1
0,73,85000,1
0,22,65000,1
1,78,64000,1
0,40,78000,1
1,69,52000,1
1,65,116000,1
1,48,39000,1
0,30,40000,1
1,54,58000,1
0,46,94000,1
1,39,37000,1
1,54,39000,1
1,57,61000,1
0,48,46000,1
1,68,57000,1
0,33,71000,1
1,25,70000,1
0,35,58000,1
0,55,53000,1
0,53,100000,1
1,72,64000,1
1,37,56000,1
1,53,75000,1
0,40,69000,1
1,68,39000,1
0,50,99000,1
1,52,93000,1
1,48,58000,1
0,63,94000,1
1,51,97000,1
0,64,72000,1
1,83,103000,1
1,40,71000,1
0,23,68000,1
0,63,36000,1
1,58,50000,1
0,67,101000,1
0,65,96000,1
0,56,80000,1
1,28,75000,1
0,64,79000,1
0,57,32000,1
1,34,43000,1
1,65,59000,1
1,23,54000,1
1,58,95000,1
0,57,32000,1
0,65,72000,1
1,70,76000,1
0,67,96000,1
1,51,118000,1
1,31,33000,1
0,63,101000,1
1,51,54000,1
1,72,67000,1
0,73,106000,1
1,70,99000,1
1,62,67000,1
1,81,72000,1
0,75,51000,1
0,49,55000,1
1,77,103000,1
1,26,56000,1
1,31,73000,1
1,54,68000,1
1,37,46000,1
1,36,61000,1
0,41,49000,1
0,81,52000,1
1,62,71000,1
0,85,75000,1
0,53,75000,1
1,71,55000,1
0,71,73000,1
1,23,35000,1
0,83,58000,1
1,65,90000,1
1,70,50000,1
0,67,98000,1
1,72,33000,1
1,89,36000,1
1,75,49000,1
0,49,95000,1
1,31,43000,1
1,66,68000,1
1,47,44000,1
0,69,36000,1
1,44,36000,1
1,65,55000,1
0,58,62000,1
0,62,40000,1
0,72,41000,1
1,51,87000,1
1,22,68000,1
1,61,35000,1
1,50,57000,1
1,76,40000,1
1,40,52000,1
1,53,60000,1
0,68,86000,1
1,22,62000,1
0,48,72000,1
1,60,55000,1
1,53,95000,1
0,43,39000,1
1,61,109000,1
0,65,105000,1
1,71,90000,1
0,69,89000,1
1,79,113000,1
0,69,109000,1
1,21,31000,1
0,69,31000,1
0,52,61000,1
1,46,36000,1
0,53,88000,1
0,47,65000,1
0,84,108000,1
