gender,age,income,member
M,30,54000,1
M,51,54000,1
F,47,92000,1
M,49,48000,1
M,32,38000,1
M,30,69000,1
M,47,86000,1
M,34,34000,1
F,78,101000,1
F,85,71000,1
F,75,69000,1
F,76,71000,1
F,89,59000,1
M,58,70000,1
M,23,49000,1
M,58,53000,1
F,64,95000,1
M,72,39000,1
F,66,72000,1
F,49,68000,1
M,43,71000,1
M,58,39000,1
M,43,76000,1
F,56,87000,1
F,69,118000,1
M,81,70000,1
M,42,91000,1
M,75,71000,1
M,62,73000,1
F,55,54000,1
M,65,39000,1
M,52,46000,1
F,30,40000,1
F,74,75000,1
F,100,63000,1
F,26,40000,1
F,56,53000,1
M,50,90000,1
M,73,95000,1
F,49,74000,1
M,37,50000,1
M,65,57000,1
F,64,81000,1
F,48,53000,1
M,20,32000,1
M,46,40000,1
M,24,69000,1
M,71,95000,1
F,50,78000,1
M,37,92000,1
F,57,81000,1
M,52,85000,1
M,41,41000,1
F,66,74000,1
F,66,87000,1
F,68,120000,1
M,20,70000,1
M,43,42000,1
M,73,38000,1
F,42,56000,1
M,82,110000,1
F,70,92000,1
F,42,71000,1
M,48,62000,1
F,53,93000,1
M,64,67000,1
M,79,90000,1
M,51,55000,1
F,45,88000,1
F,48,105000,1
F,54,119000,1
M,52,48000,1
M,28,68000,1
M,69,47000,1
M,73,92000,1
F,67,71000,1
F,76,34000,1
F,55,53000,1
F,89,83000,1
M,57,41000,1
F,54,70000,1
M,58,73000,1
M,49,39000,1
F,73,79000,1
F,58,76000,1
M,51,70000,1
M,74,78000,1
M,53,95000,1
M,61,32000,1
M,41,55000,1
F,64,95000,1
M,42,75000,1
M,50,57000,1
M,60,56000,1
F,57,83000,1
F,39,54000,1
F,57,67000,1
M,57,71000,1
M,68,51000,1
F,83,114000,1
F,35,72000,1
F,90,72000,1
M,56,72000,1
M,84,81000,1
M,62,39000,1
M,63,58000,1
M,67,56000,1
F,68,50000,1
M,55,73000,1
F,24,59000,1
M,40,39000,1
M,83,61000,1
F,63,41000,1
F,59,59000,1
F,61,99000,1
M,42,57000,1
M,58,36000,1
F,48,44000,1
M,35,64000,1
M,36,31000,1
F,41,100000,1
F,83,73000,1
M,53,87000,1
F,53,97000,1
F,80,48000,1
M,25,66000,1
M,63,119000,1
F,63,66000,1
F,56,109000,1
M,43,59000,1
F,58,58000,1
M,59,59000,1
M,49,104000,1
F,63,70000,1
M,42,94000,1
F,52,57000,1
F,57,37000,1
F,56,59000,1
M,80,87000,1
M,43,52000,1
M,54,70000,1
M,28,73000,1
F,57,95000,1
M,71,67000,1
F,64,112000,1
M,20,49000,1
F,36,58000,1
F,45,99000,1
M,71,65000,1
M,67,89000,1
F,72,81000,1
M,51,100000,1
M,48,68000,1
M,53,60000,1
M,25,53000,1
F,79,85000,1
M,19,32000,1
F,28,49000,1
M,56,76000,1
M,44,37000,1
M,25,40000,1
F,61,78000,1
M,34,59000,1
F,41,37000,1
M,44,51000,1
F,51,92000,1
M,47,44000,1
F,63,70000,1
M,62,61000,1
M,66,71000,1
M,62,70000,1
M,83,88000,1
M,43,58000,1
F,66,94000,1
M,70,44000,1
F,65,66000,1
F,33,54000,1
M,63,78000,1
M,77,42000,1
F,49,57000,1
M,53,104000,1
F,61,87000,1
M,60,38000,1
F,44,60000,1
M,69,62000,1
M,39,71000,1
F,38,55000,1
F,83,99000,1
F,63,94000,1
F,41,41000,1
M,54,39000,1
M,41,55000,1
F,56,69000,1
M,50,98000,1
M,58,55000,1
M,39,61000,1
F,60,55000,1
F,60,74000,1
M,24,38000,1
M,48,57000,1
M,50,110000,1
F,41,67000,1
M,45,84000,1
M,48,93000,1
M,59,87000,1
M,43,45000,1
F,56,67000,1
M,54,93000,1
F,48,47000,1
M,63,49000,1
M,47,35000,1
M,52,56000,1
F,58,78000,1
M,78,39000,1
M,43,40000,1
M,68,61000,1
M,18,48000,1
F,39,85000,1
M,74,99000,1
F,53,98000,1
F,61,67000,1
M,23,54000,1
M,46,55000,1
M,51,78000,1
M,77,86000,1
F,79,91000,1
M,41,41000,1
F,60,78000,1
F,54,47000,1
M,73,76000,1
M,47,77000,1
M,84,82000,1
M,20,56000,1
F,24,35000,1
F,58,71000,1
M,35,40000,1
M,57,33000,1
M,87,55000,1
F,86,84000,1
F,57,100000,1
M,61,112000,1
M,25,53000,1
M,38,31000,1
M,94,50000,1
M,59,61000,1
F,49,73000,1
F,61,72000,1
M,31,64000,1
F,75,53000,1
M,51,65000,1
M,68,74000,1
M,86,71000,1
F,62,117000,1
M,61,64000,1
F,63,57000,1
F,26,52000,1
F,50,77000,1
F,45,93000,1
F,88,64000,1
F,50,92000,1
F,65,119000,1
M,55,76000,1
M,71,95000,1
F,34,46000,1
M,81,65000,1
F,65,98000,1
F,63,62000,1
M,73,58000,1
F,84,77000,1
F,55,62000,1
M,63,70000,1
F,24,51000,1
M,36,74000,1
M,56,69000,1
F,65,119000,1
M,75,75000,1
M,71,114000,1
M,71,118000,1
M,61,39000,1
M,19,73000,1
F,64,34000,1
F,66,112000,1
M,37,59000,1
M,22,49000,1
F,54,96000,1
M,62,73000,1
F,50,75000,1
F,80,87000,1
M,55,112000,1
M,40,50000,1
M,43,52000,1
M,61,53000,1
F,32,43000,1
F,68,32000,1
F,66,104000,1
M,36,35000,1
M,38,60000,1
F,80,54000,1
F,82,68000,1
M,45,74000,1
M,89,63000,1
F,45,94000,1
M,59,35000,1
M,22,44000,1
F,67,50000,1
F,30,41000,1
M,56,88000,1
F,53,100000,1
M,32,58000,1
F,51,73000,1
F,38,66000,1
F,52,45000,1
M,55,68000,1
M,81,41000,1
M,55,78000,1
F,51,67000,1
F,71,74000,1
M,45,84000,1
M,49,71000,1
M,62,48000,1
F,65,99000,1
F,50,63000,1
F,20,60000,1
F,49,31000,1
M,55,83000,1
M,58,54000,1
F,95,64000,1
F,83,99000,1
F,56,70000,1
M,66,54000,1
M,87,74000,1
M,55,89000,1
F,52,114000,1
F,59,83000,1
F,59,51000,1
F,49,74000,1
F,62,46000,1
F,56,80000,1
F,51,97000,1
F,47,62000,1
M,38,96000,1
M,43,44000,1
M,43,72000,1
M,49,84000,1
F,36,57000,1
F,45,58000,1
M,53,95000,1
M,43,60000,1
F,18,67000,1
M,40,41000,1
F,83,114000,1
M,49,65000,1
F,51,106000,1
M,25,55000,1
M,71,55000,1
M,58,71000,1
M,53,36000,1
F,83,93000,1
M,46,56000,1
F,69,97000,1
M,51,73000,1
M,61,68000,1
F,81,101000,1
M,60,41000,1
M,48,75000,1
F,48,87000,1
M,73,63000,1
F,41,89000,1
F,39,77000,1
M,31,56000,1
M,38,61000,1
F,46,36000,1
M,87,72000,1
F,53,83000,1
F,93,48000,1
M,42,41000,1
M,54,79000,1
M,47,53000,1
M,75,109000,1
F,79,61000,1
F,36,64000,1
M,30,43000,1
M,34,50000,1
F,39,78000,1
F,52,87000,1
M,43,34000,1
M,75,38000,1
M,47,40000,1
F,60,117000,1
M,31,43000,1
M,70,35000,1
F,49,36000,1
M,48,56000,1
M,37,36000,1
F,67,67000,1
M,48,65000,1
M,69,38000,1
M,66,32000,1
M,38,56000,1
F,59,90000,1
M,43,65000,1
M,43,41000,1
F,68,108000,1
M,60,45000,1
M,53,39000,1
M,34,50000,1
M,77,64000,1
F,88,73000,1
F,62,88000,1
M,63,86000,1
M,70,99000,1
M,38,33000,1
F,44,39000,1
F,40,50000,1
M,51,99000,1
F,72,60000,1
M,22,45000,1
M,72,49000,1
M,70,37000,1
M,23,65000,1
M,38,75000,1
F,71,67000,1
M,50,51000,1
M,72,35000,1
M,43,31000,1
M,63,70000,1
M,73,46000,1
M,53,57000,1
F,37,57000,1
M,45,44000,1
M,59,61000,1
M,74,51000,1
M,18,36000,1
F,94,84000,1
M,38,33000,1
F,67,50000,1
F,46,36000,1
M,82,41000,1
M,37,36000,1
F,65,71000,1
F,66,34000,1
F,65,57000,1
F,54,52000,1
M,63,113000,1
F,50,110000,1
M,64,81000,1
M,66,50000,1
F,76,62000,1
F,56,82000,1
M,49,75000,1
F,29,53000,1
F,51,56000,1
M,69,68000,1
M,48,52000,1
M,25,68000,1
M,82,78000,1
F,57,70000,1
M,50,70000,1
F,74,72000,1
F,49,59000,1
M,80,88000,1
F,62,81000,1
M,63,50000,1
F,54,109000,1
M,45,55000,1
F,49,110000,1
M,61,35000,1
M,46,46000,1
M,64,59000,1
F,69,89000,1
M,69,64000,1
M,66,70000,1
M,60,56000,1
F,40,51000,1
M,74,64000,1
F,52,31000,1
F,62,55000,1
F,61,118000,1
F,22,55000,1
M,62,35000,1
M,23,63000,1
F,90,104000,1
F,72,41000,1
F,69,93000,1
F,71,43000,1
M,32,38000,1
M,36,51000,1
F,58,38000,1
M,75,103000,1
F,58,41000,1
M,76,69000,1
F,49,73000,1
F,57,90000,1
M,66,74000,1
M,33,54000,1
M,54,39000,1
F,48,82000,1
F,66,62000,1
F,46,73000,1
F,51,91000,1
F,67,58000,1
F,28,65000,1
F,20,55000,1
M,74,34000,1
M,67,73000,1
M,86,55000,1
M,58,83000,1
M,67,41000,1
F,58,92000,1
F,54,82000,1
F,56,55000,1
M,58,41000,1
F,56,91000,1
M,63,61000,1
M,50,59000,1
M,63,96000,1
F,79,94000,1
M,47,92000,1
M,57,110000,1
F,63,74000,1
M,79,64000,1
M,54,92000,1
M,53,33000,1
M,53,96000,1
F,70,58000,1
F,47,77000,1
M,42,60000,1
M,61,100000,1
M,30,35000,1
M,59,108000,1
M,38,38000,1
F,72,35000,1
M,69,36000,1
M,31,55000,1
F,58,37000,1
F,74,61000,1
M,66,72000,1
F,65,88000,1
F,56,83000,1
M,63,51000,1
F,38,69000,1
F,70,78000,1
F,64,70000,1
F,43,47000,1
M,47,69000,1
M,49,91000,1
F,64,59000,1
F,50,67000,1
F,56,106000,1
M,53,69000,1
M,33,68000,1
M,25,56000,1
F,58,77000,1
F,73,67000,1
M,45,52000,1
F,22,50000,1
F,50,110000,1
M,57,33000,1
M,56,56000,1
F,68,115000,1
M,36,67000,1
M,66,50000,1
F,68,117000,1
F,84,68000,1
F,74,52000,1
F,49,70000,1
F,30,69000,1
F,74,97000,1
F,55,57000,1
M,19,65000,1
M,69,70000,1
F,69,34000,1
M,54,39000,1
M,25,60000,1
F,49,112000,1
M,55,41000,1
M,69,72000,1
M,60,68000,1
M,40,91000,1
F,64,59000,1
M,65,50000,1
F,91,37000,1
M,71,87000,1
M,57,38000,1
M,51,93000,1
M,82,89000,1
M,60,68000,1
M,68,71000,1
M,42,63000,1
F,65,77000,1
F,42,53000,1
M,45,63000,1
M,64,38000,1
F,53,32000,1
F,47,53000,1
M,92,113000,1
F,42,48000,1
M,45,68000,1
F,60,47000,1
M,32,34000,1
M,63,73000,1
F,89,81000,1
F,54,91000,1
F,53,95000,1
M,60,42000,1
M,21,74000,1
M,63,58000,1
F,90,75000,1
M,47,82000,1
M,25,46000,1
M,41,61000,1
M,22,31000,1
F,57,51000,1
F,37,100000,1
F,65,79000,1
M,45,32000,1
M,42,53000,1
M,19,69000,1
M,33,51000,1
F,96,72000,1
M,46,42000,1
F,62,103000,1
F,50,92000,1
M,59,64000,1
M,73,106000,1
F,57,89000,1
M,86,92000,1
F,74,72000,1
F,88,71000,1
M,63,44000,1
F,49,44000,1
F,49,115000,1
M,63,64000,1
M,25,73000,1
F,22,36000,1
F,55,58000,1
M,67,44000,1
F,52,71000,1
M,50,89000,1
F,42,56000,1
M,53,78000,1
F,70,101000,1
F,57,111000,1
M,41,49000,1
F,62,67000,1
M,63,90000,1
M,53,40000,1
M,60,57000,1
F,90,71000,1
M,52,50000,1
M,28,35000,1
F,68,76000,1
F,43,63000,1
F,20,47000,1
M,52,104000,1
F,73,75000,1
M,36,52000,1
M,28,51000,1
F,69,84000,1
F,33,56000,1
F,39,35000,1
F,51,84000,1
M,79,50000,1
M,40,44000,1
F,59,109000,1
M,54,75000,1
M,32,48000,1
M,37,57000,1
F,49,79000,1
M,66,69000,1
M,67,35000,1
M,47,38000,1
M,57,41000,1
M,31,45000,1
M,55,52000,1
M,81,74000,1
M,43,51000,1
F,76,85000,1
F,64,83000,1
F,61,80000,1
F,44,41000,1
F,72,39000,1
M,53,61000,1
M,50,62000,1
F,50,98000,1
F,81,57000,1
F,44,36000,1
F,49,54000,1
F,61,108000,1
F,38,72000,1
M,58,77000,1
M,77,58000,1
F,63,31000,1
F,64,102000,1
F,33,43000,1
M,39,64000,1
M,61,34000,1
F,63,96000,1
M,63,34000,1
M,28,67000,1
M,46,32000,1
F,20,59000,1
M,70,98000,1
F,83,34000,1
F,20,62000,1
F,73,89000,1
M,29,67000,1
F,24,53000,1
M,98,52000,1
F,28,68000,1
M,43,88000,1
M,60,51000,1
F,59,72000,1
F,81,62000,1
F,65,51000,1
M,76,99000,1
M,66,74000,1
M,62,76000,1
M,41,41000,1
F,33,41000,1
F,52,89000,1
F,38,50000,1
M,57,83000,1
M,60,93000,1
M,41,71000,1
F,47,59000,1
M,53,91000,1
M,19,67000,1
F,55,47000,1
F,39,90000,1
M,50,42000,1
M,42,48000,1
M,56,32000,1
M,59,86000,1
M,60,92000,1
F,58,77000,1
F,64,33000,1
M,56,49000,1
M,77,73000,1
M,58,39000,1
F,69,74000,1
M,62,92000,1
M,79,71000,1
F,53,31000,1
M,64,60000,1
F,49,52000,1
M,22,54000,1
M,79,42000,1
F,38,60000,1
F,64,88000,1
F,81,71000,1
F,47,40000,1
M,20,40000,1
F,83,69000,1
M,56,57000,1
M,37,46000,1
F,44,71000,1
F,22,51000,1
M,51,53000,1
M,42,33000,1
M,48,39000,1
M,78,44000,1
M,67,69000,1
M,33,54000,1
F,83,58000,1
M,74,61000,1
M,34,72000,1
F,57,72000,1
F,29,39000,1
M,68,52000,1
F,21,31000,1
M,20,33000,1
F,62,74000,1
M,31,60000,1
M,46,75000,1
F,70,67000,1
F,54,53000,1
M,53,83000,1
F,67,102000,1
M,30,53000,1
F,76,109000,1
F,57,89000,1
M,36,37000,1
M,42,50000,1
M,54,95000,1
M,19,34000,1
F,100,118000,1
F,59,111000,1
M,72,53000,1
F,38,63000,1
F,20,39000,1
M,42,78000,1
M,51,66000,1
M,70,35000,1
M,38,56000,1
M,85,95000,1
M,53,92000,1
M,51,61000,1
M,26,63000,1
M,40,70000,1
M,75,50000,1
M,40,99000,1
F,81,33000,1
M,78,42000,1
M,53,100000,1
M,49,79000,1
M,58,31000,1
M,59,73000,1
F,58,95000,1
F,36,77000,1
M,66,56000,1
M,71,84000,1
M,83,52000,1
M,52,65000,1
F,61,109000,1
M,49,74000,1
F,70,87000,1
F,53,104000,1
F,59,73000,1
F,21,63000,1
F,53,87000,1
M,32,45000,1
F,63,51000,1
F,75,72000,1
M,56,52000,1
M,49,45000,1
M,42,93000,1
M,55,71000,1
M,44,55000,1
M,70,60000,1
M,62,31000,1
M,96,82000,1
M,65,116000,1
F,51,85000,1
F,44,63000,1
F,39,31000,1
F,40,41000,1
F,33,64000,1
F,76,64000,1
M,26,62000,1
M,65,31000,1
F,64,86000,1
M,75,36000,1
F,75,99000,1
F,58,81000,1
M,25,50000,1
M,19,46000,1
F,26,69000,1
M,58,75000,1
F,69,67000,1
M,58,93000,1
M,48,52000,1
F,26,55000,1
F,35,58000,1
M,63,46000,1
F,24,75000,1
F,48,71000,1
M,55,79000,1
M,58,44000,1
F,75,75000,1
F,55,89000,1
M,84,53000,1
F,79,102000,1
M,66,96000,1
F,67,61000,1
F,69,73000,1
M,66,62000,1
F,72,116000,1
F,69,53000,1
M,60,41000,1
M,84,72000,1
F,53,68000,1
F,81,111000,1
M,53,62000,1
M,64,56000,1
M,70,52000,1
F,52,60000,1
M,18,46000,1
F,54,37000,1
F,56,40000,1
F,68,88000,1
M,30,55000,1
M,59,32000,1
M,50,33000,1
M,30,41000,1
M,76,43000,1
M,34,39000,1
M,74,75000,1
M,56,77000,1
F,87,58000,1
M,80,60000,1
M,64,53000,1
M,22,66000,1
F,49,102000,1
M,66,35000,1
M,70,70000,1
M,52,83000,1
M,60,54000,1
M,65,52000,1
M,43,59000,1
M,24,40000,1
M,65,42000,1
M,25,35000,1
M,76,56000,1
M,73,73000,1
F,62,107000,1
M,48,39000,1
M,20,75000,1
F,60,77000,1
M,66,58000,1
M,48,57000,1
M,80,39000,1
F,46,45000,1
F,61,98000,1
F,70,71000,1
F,63,100000,1
F,30,63000,1
M,61,71000,1
M,55,74000,1
F,53,99000,1
M,50,31000,1
M,68,81000,1
F,19,67000,1
F,44,61000,1
M,65,35000,1
M,72,95000,1
M,58,47000,1
M,66,70000,1
F,67,110000,1
M,72,56000,1
M,58,31000,1
F,63,56000,1
M,74,52000,1
M,50,86000,1
M,35,73000,1
F,51,76000,1
M,48,57000,1
M,62,68000,1
F,71,108000,1
M,42,57000,1
F,78,89000,1
F,81,119000,1
F,64,71000,1
M,43,56000,1
F,48,93000,1
M,40,79000,1
F,54,73000,1
M,53,115000,1
M,63,47000,1
F,64,68000,1
M,71,73000,1
M,78,77000,1
M,43,32000,1
F,35,52000,1
M,67,82000,1
F,86,93000,1
F,53,114000,1
F,45,33000,1
M,49,40000,1
M,37,66000,1
F,81,88000,1
F,33,41000,1
F,48,74000,1
F,54,92000,1
F,88,55000,1
F,22,65000,1
F,62,98000,1
M,41,60000,1
F,60,53000,1
M,75,64000,1
F,51,100000,1
F,60,32000,1
M,80,70000,1
M,19,59000,1
M,53,34000,1
M,41,53000,1
F,55,52000,1
M,66,86000,1
F,42,59000,1
M,77,61000,1
M,59,63000,1
F,77,87000,1
F,58,93000,1
F,53,99000,1
M,43,33000,1
M,50,39000,1
F,56,76000,1
M,62,50000,1
M,64,36000,1
M,31,44000,1
M,56,99000,1
F,60,99000,1
M,51,63000,1
M,71,32000,1
M,80,51000,1
F,67,87000,1
F,76,98000,1
M,29,59000,1
F,63,81000,1
F,64,76000,1
M,22,56000,1
F,52,80000,1
F,82,99000,1
F,63,86000,1
M,27,70000,1
M,82,86000,1
F,55,81000,1
F,60,115000,1
F,67,81000,1
M,44,55000,1
M,19,46000,1
M,62,114000,1
F,57,70000,1
M,75,71000,1
M,52,73000,1
M,69,80000,1
F,50,70000,1
M,63,40000,1
F,66,62000,1
F,45,61000,1
F,63,31000,1
M,82,62000,1
M,70,47000,1
F,60,101000,1
F,85,75000,1
M,57,69000,1
M,28,41000,1
M,59,68000,1
M,57,83000,1
M,38,46000,1
M,44,47000,1
M,24,63000,1
M,76,36000,1
M,33,33000,1
F,71,72000,1
M,28,60000,1
F,63,58000,1
M,42,74000,1
F,55,53000,1
F,53,84000,1
M,64,61000,1
M,54,46000,1
F,93,59000,1
F,24,33000,1
F,48,82000,1
M,28,48000,1
F,51,98000,1
M,55,91000,1
M,23,42000,1
F,51,56000,1
M,83,39000,1
M,63,89000,1
M,53,50000,1
M,86,55000,1
M,37,64000,1
F,49,104000,1
M,61,81000,1
M,66,42000,1
F,37,60000,1
M,70,73000,1
F,65,53000,1
M,45,67000,1
M,40,57000,1
F,62,55000,1
M,42,52000,1
M,64,108000,1
M,70,105000,1
M,29,41000,1
M,37,69000,1
M,59,74000,1
M,20,62000,1
M,47,54000,1
M,37,48000,1
M,89,82000,1
M,23,34000,1
M,55,80000,1
F,48,46000,1
M,42,48000,1
F,52,114000,1
M,38,47000,1
M,35,42000,1
M,53,104000,1
F,82,65000,1
M,32,57000,1
M,28,33000,1
F,62,96000,1
F,92,63000,1
M,49,67000,1
M,82,115000,1
M,41,57000,1
M,75,89000,1
M,61,35000,1
F,61,49000,1
F,30,56000,1
M,54,72000,1
F,52,84000,1
M,43,42000,1
M,32,52000,1
F,35,74000,1
M,31,69000,1
M,50,59000,1
F,38,59000,1
F,57,53000,1
F,50,58000,1
M,24,65000,1
M,56,49000,1
M,20,67000,1
F,65,53000,1
M,33,42000,1
M,60,83000,1
F,67,107000,1
M,51,34000,1
M,49,70000,1
M,63,77000,1
M,75,97000,1
M,91,78000,1
F,101,43000,1
M,42,62000,1
F,52,80000,1
M,57,66000,1
M,72,79000,1
M,66,47000,1
M,37,72000,1
M,76,64000,1
M,56,82000,1
M,55,63000,1
M,36,47000,1
M,64,90000,1
M,23,60000,1
M,30,35000,1
M,67,57000,1
M,42,49000,1
M,41,65000,1
F,28,57000,1
F,64,93000,1
F,51,80000,1
M,82,60000,1
F,54,112000,1
M,28,59000,1
M,68,85000,1
F,37,51000,1
F,55,95000,1
F,61,73000,1
M,63,70000,1
F,69,85000,1
M,80,50000,1
F,63,72000,1
F,63,99000,1
F,33,56000,1
M,67,71000,1
F,78,72000,1
M,20,33000,1
F,54,77000,1
M,33,52000,1
M,71,56000,1
M,54,80000,1
F,87,85000,1
M,43,63000,1
M,51,33000,1
F,46,42000,1
F,52,58000,1
M,55,61000,1
M,40,87000,1
F,100,109000,1
F,24,52000,1
F,64,79000,1
F,49,67000,1
F,44,69000,1
F,49,65000,1
M,33,53000,1
F,50,94000,1
M,39,32000,1
F,52,66000,1
F,74,42000,1
M,43,70000,1
M,63,97000,1
M,53,92000,1
M,52,52000,1
M,82,97000,1
M,67,65000,1
M,66,65000,1
F,57,73000,1
M,32,55000,1
M,68,57000,1
M,81,62000,1
M,75,80000,1
M,88,67000,1
F,94,88000,1
M,24,72000,1
M,54,71000,1
F,75,80000,1
F,77,111000,1
M,83,100000,1
M,59,30000,1
M,32,47000,1
M,76,51000,1
F,77,63000,1
F,37,92000,1
M,43,39000,1
M,59,69000,1
F,57,97000,1
M,71,96000,1
M,61,50000,1
F,78,79000,1
F,29,37000,1
F,61,75000,1
F,69,72000,1
M,76,76000,1
M,53,66000,1
M,51,81000,1
M,48,62000,1
F,56,58000,1
M,78,77000,1
F,71,68000,1
F,72,75000,1
M,56,54000,1
M,56,49000,1
M,75,110000,1
F,86,40000,1
M,35,33000,1
M,95,90000,1
M,90,38000,1
M,50,62000,1
F,38,75000,1
F,47,61000,1
M,63,97000,1
M,67,97000,1
F,73,85000,1
F,22,65000,1
M,78,64000,1
F,40,78000,1
M,69,52000,1
M,65,116000,1
M,48,39000,1
F,30,40000,1
M,54,58000,1
F,46,94000,1
M,39,37000,1
M,54,39000,1
M,57,61000,1
F,48,46000,1
M,68,57000,1
F,33,71000,1
M,25,70000,1
F,35,58000,1
F,55,53000,1
F,53,100000,1
M,72,64000,1
M,37,56000,1
M,53,75000,1
F,40,69000,1
M,68,39000,1
F,50,99000,1
M,52,93000,1
M,48,58000,1
F,63,94000,1
M,51,97000,1
F,64,72000,1
M,83,103000,1
M,40,71000,1
F,23,68000,1
F,63,36000,1
M,58,50000,1
F,67,101000,1
F,65,96000,1
F,56,80000,1
M,28,75000,1
F,64,79000,1
F,57,32000,1
M,34,43000,1
M,65,59000,1
M,23,54000,1
M,58,95000,1
F,57,32000,1
F,65,72000,1
M,70,76000,1
F,67,96000,1
M,51,118000,1
M,31,33000,1
F,63,101000,1
M,51,54000,1
M,72,67000,1
F,73,106000,1
M,70,99000,1
M,62,67000,1
M,81,72000,1
F,75,51000,1
F,49,55000,1
M,77,103000,1
M,26,56000,1
M,31,73000,1
M,54,68000,1
M,37,46000,1
M,36,61000,1
F,41,49000,1
F,81,52000,1
M,62,71000,1
F,85,75000,1
F,53,75000,1
M,71,55000,1
F,71,73000,1
M,23,35000,1
F,83,58000,1
M,65,90000,1
M,70,50000,1
F,67,98000,1
M,72,33000,1
M,89,36000,1
M,75,49000,1
F,49,95000,1
M,31,43000,1
M,66,68000,1
M,47,44000,1
F,69,36000,1
M,44,36000,1
M,65,55000,1
F,58,62000,1
F,62,40000,1
F,72,41000,1
M,51,87000,1
M,22,68000,1
M,61,35000,1
M,50,57000,1
M,76,40000,1
M,40,52000,1
M,53,60000,1
F,68,86000,1
M,22,62000,1
F,48,72000,1
M,60,55000,1
M,53,95000,1
F,43,39000,1
M,61,109000,1
F,65,105000,1
M,71,90000,1
F,69,89000,1
M,79,113000,1
F,69,109000,1
M,21,31000,1
F,69,31000,1
F,52,61000,1
M,46,36000,1
F,53,88000,1
F,47,65000,1
F,84,108000,1
