,City_State_x,gender,Moyenne_par_sexe,Moyenne_salaire
466,"Lubbock, TX",F,34.130920372285416,45892.907745439494
467,"Lynchburg, VA",F,39.71343177317799,42668.22692985561
468,"Madison, WI",F,37.44904069699176,62053.94446141139
469,"Nashua, NH",F,39.65053567627652,64506.18344942222
470,"Manhattan, KS",F,31.679502950840096,45756.721243825916
471,"Mankato, MN",F,35.862156316374055,48039.418954198816
472,"Mansfield, OH",F,40.359375255272916,41546.05692951611
473,"Mission, TX",F,31.378431754955827,31028.650476095343
474,"Medford, OR",F,41.48697953298635,51135.6416120549
475,"Memphis, TNMSAR",F,36.63003210385749,51025.939604255174
476,"Merced, CA",F,32.19918609844806,41767.33502931162
477,"PompanoBeach, FL",F,40.79314497994888,66166.81130954073
478,"Midland, MI",F,40.409321730838,55759.32219432232
479,"Midland, TX",F,31.823414141888247,112486.43607017497
480,"Waukesha, WI",F,37.99762970238483,59211.14719165347
481,"Bloomington, MNWI",F,37.04758703021642,64594.404450785245
482,"Missoula, MT",F,37.81899698861056,55542.73726467748
483,"Mobile, AL",F,38.14144223503056,41862.22077197824
484,"Modesto, CA",F,34.595781635925064,47026.93581118934
485,"Monroe, LA",F,37.7016033898625,42230.68701537927
486,"Montgomery, AL",F,37.918810309329494,44487.62686388043
487,"Morgantown, WV",F,37.53904311698989,44771.686091721254
488,"Morristown, TN",F,40.634797730942815,39795.348514630314
489,"Anacortes, WA",F,40.67951064738544,57578.785189006085
490,"Muncie, IN",F,38.01106309420916,40847.601221968245
491,"Muskegon, MI",F,38.81494071146245,41955.112960093174
492,"Napa, CA",F,40.84257349908678,81346.72389604663
493,"Franklin, TN",F,36.64612540410598,63018.658658082044
494,"Milford, CT",F,40.02362917333824,58238.88606891065
495,"Metairie, LA",F,38.75944063454074,55263.07098611771
496,"Niles, MI",F,40.694366070163234,53651.6925967745
497,"Bradenton, FL",F,48.21829438606039,62523.74446450945
498,"Brent, FL",F,48.21829438606039,47357.843117519646
499,"Ocala, FL",F,44.81506201150605,40695.124303509656
500,"Odessa, TX",F,30.711731517015274,48033.076976176155
501,"Clearfield, UT",F,32.248290045157766,46896.823973085586
502,"OklahomaCity, OK",F,36.04749052991284,51377.52684484936
503,"Tumwater, WA",F,39.277878821949884,54921.10580324596
504,"CouncilBluffs, NEIA",F,36.997556032427276,57564.177692032485
505,"Sanford, FL",F,37.87311977542883,47771.48655805664
506,"Neenah, WI",F,38.634719988648186,49502.2325563131
507,"Owensboro, KY",F,38.229497795636824,44841.46294252614
508,"Ventura, CA",F,38.31085080147965,65925.25952858476
509,"Titusville, FL",F,43.93891323120223,49894.17167175762
510,"PanamaCity, FL",F,40.05655698511014,48496.83291617831
511,"Chandler, AZ",F,37.33983384836948,52374.30899407145
512,"Pittsburgh, PA",F,41.84220458595064,59131.429008707164
513,"Pittsfield, MA",F,44.3586272756211,58571.99506210115
514,"Pocatello, ID",F,35.02878895036818,40629.554816454685
515,"Hillsboro, ORWA",F,38.29847971446285,61432.352914524075
516,"Middletown, NY",F,38.181981238574956,56035.43674831287
517,"Warwick, RIMA",F,40.09008697399894,58111.332334523475
518,"Orem, UT",F,27.626696193126357,45385.45225526539
519,"Racine, WI",F,38.942475900558094,51091.30188137806
520,"Cary, NC",F,36.327656729225716,59780.08155619469
521,"Reading, PA",F,38.92974474911811,52101.436742175545
522,"Redding, CA",F,40.48909822988681,49428.07062931805
523,"Reno, NV",F,38.28011406751034,64106.38271723251
524,"Richmond, VA",F,38.705188246838105,59304.06884777425
525,"Ontario, CA",F,35.193617578900906,45235.20138858026
526,"Roanoke, VA",F,41.3727007154705,48577.238795723955
527,"Rochester, MN",F,37.74597718154681,56692.957664047244
528,"Rochester, NY",F,40.037768762165214,52654.52976289476
529,"Rockford, IL",F,38.58892768839569,45998.18239078194
530,"Rome, GA",F,38.10801393728223,40330.07128435847
531,"Folsom, CA",F,37.7997495787516,59341.00459497785
532,"Saginaw, MI",F,40.105607766188164,44348.597624265734
533,"StGeorge, UT",F,38.49326072441996,42365.82888346156
534,"StJoseph, MOKS",F,39.29079262462239,41755.87429853873
535,"Topeka, KS",F,39.29079262462239,48263.92579681377
536,"Salem, OR",F,37.170834918873815,47571.2074793748
537,"Salinas, CA",F,35.08199686820763,56856.45203474494
538,"Salisbury, MDDE",F,43.331457716951334,50158.02137335734
539,"SanAngelo, TX",F,36.370183733904874,54047.64398950742
540,"NewBraunfels, TX",F,35.464524298226976,48208.90724513772
541,"Carlsbad, CA",F,37.40810692940071,65144.61185556104
542,"Berkeley, CA",F,39.54627896673629,111155.19859549853
543,"PasoRobles, CA",F,40.85233000646227,59727.528779103486
544,"Watsonville, CA",F,38.921298631925694,76885.8280258171
545,"SantaFe, NM",F,44.68723026787624,62595.408227839645
546,"SantaBarbara, CA",F,36.15745377807175,66422.64869586493
547,"Petaluma, CA",F,41.68721992608275,72874.22576870618
548,"Savannah, GA",F,37.057974109295216,48247.10338761593
549,"Bellevue, WA",F,37.26471303924636,80089.57368256997
550,"Sheboygan, WI",F,39.87035788964349,52378.56165483505
551,"BossierCity, LA",F,38.061187196472375,49749.08823313191
552,"Douglas, AZ",F,37.399650889015184,44222.102094114554
553,"SiouxCity, IANESD",F,35.363229601327234,53810.23848267571
554,"SiouxFalls, SD",F,35.363229601327234,64194.13545255448
555,"Mishawaka, INMI",F,37.847288030304874,50464.603513666734
556,"Spartanburg, SC",F,37.67681024447032,45545.76109444523
557,"SpokaneValley, WA",F,38.38630292945658,47849.89266200026
558,"Springfield, IL",F,39.989392352016765,51478.48344363287
559,"Springfield, MA",F,39.774297996178966,55454.636713240216
560,"Springfield, MO",F,37.68216385153792,43772.542834953885
561,"Springfield, OH",F,37.68216385153792,43111.421287532976
562,"Staunton, VA",F,41.49296950038577,46715.38807006386
563,"Stockton, CA",F,34.648268304713284,51874.63878753067
564,"Sumter, SC",F,39.34126463031687,41941.814963902725
565,"Syracuse, NY",F,39.40984387892797,52317.48133948428
566,"Tallahassee, FL",F,36.730976614716056,47120.92792078204
567,"Clearwater, FL",F,41.129402821132935,52494.59660175225
568,"TheVillages, FL",F,61.01987972180152,57746.33026036408
569,"Toledo, OH",F,38.45052061133776,48974.184092407624
570,"Princeton, NJ",F,38.53126196541707,70078.05250712222
571,"Tucson, AZ",F,39.811320932121795,47598.84428203663
572,"Tulsa, OK",F,37.13572904747111,53898.235082923675
573,"Tyler, TX",F,37.27412991520152,54306.40074007319
574,"Valdosta, GA",F,34.84490056392691,38360.092055300614
575,"Vallejo, CA",F,38.56559853554069,58755.99088145963
576,"Victoria, TX",F,37.06231167892009,52430.44860287641
577,"NewportNews, VANC",F,37.77070274379057,51000.42644203627
578,"Visalia, CA",F,32.01094313605139,43082.69581785461
579,"Waco, TX",F,35.711453683035714,44242.29972864016
580,"WallaWalla, WA",F,38.87135803276544,48237.43816760212
581,"Steubenville, WVOH",F,34.982498191027496,43695.42439843124
582,"Wheeling, WVOH",F,42.5826573712749,45516.35379366587
583,"Wichita, KS",F,36.454099987404035,50624.60286796364
584,"Williamsport, PA",F,40.46147043523496,45390.94531799112
585,"Wilmington, NC",F,40.117843780007284,50246.09365696834
586,"Winchester, VAWV",F,39.54955776672195,50765.055360769344
587,"Worcester, MACT",F,39.26445339624863,58001.30646118655
588,"Yakima, WA",F,33.49913817418283,45672.826475286325
589,"Hanover, PA",F,39.51895541180046,51994.09658724739
590,"Boardman, OHPA",F,42.06640263347392,43971.83046342179
591,"Yuma, AZ",F,37.005537665151834,39634.79606695373
