,City_x_x,2019,2020,2021,State/Province_x,City_State_x,Matched_Index,Count,City_y,State/Province_y,Longitude,Latitude,City_State_y,City_State,matches,SUMLEV,CBSA,City,State,LSAD,DATE,POPESTIMATE,POPEST_MALE,POPEST_FEMALE,UNDER5_TOTAL,UNDER5_MALE,UNDER5_FEMALE,AGE513_TOTAL,AGE513_MALE,AGE513_FEMALE,AGE1417_TOTAL,AGE1417_MALE,AGE1417_FEMALE,AGE1824_TOTAL,AGE1824_MALE,AGE1824_FEMALE,AGE16PLUS_TOTAL,AGE16PLUS_MALE,AGE16PLUS_FEMALE,AGE18PLUS_TOTAL,AGE18PLUS_MALE,AGE18PLUS_FEMALE,AGE1544_TOTAL,AGE1544_MALE,AGE1544_FEMALE,AGE2544_TOTAL,AGE2544_MALE,AGE2544_FEMALE,AGE4564_TOTAL,AGE4564_MALE,AGE4564_FEMALE,AGE65PLUS_TOTAL,AGE65PLUS_MALE,AGE65PLUS_FEMALE,AGE04_TOTAL,AGE04_MALE,AGE04_FEMALE,AGE59_TOTAL,AGE59_MALE,AGE59_FEMALE,AGE1014_TOTAL,AGE1014_MALE,AGE1014_FEMALE,AGE1519_TOTAL,AGE1519_MALE,AGE1519_FEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE3034_TOTAL,AGE3034_MALE,AGE3034_FEMALE,AGE3539_TOTAL,AGE3539_MALE,AGE3539_FEMALE,AGE4044_TOTAL,AGE4044_MALE,AGE4044_FEMALE,AGE4549_TOTAL,AGE4549_MALE,AGE4549_FEMALE,AGE5054_TOTAL,AGE5054_MALE,AGE5054_FEMALE,AGE5559_TOTAL,AGE5559_MALE,AGE5559_FEMALE,AGE6064_TOTAL,AGE6064_MALE,AGE6064_FEMALE,AGE6569_TOTAL,AGE6569_MALE,AGE6569_FEMALE,AGE7074_TOTAL,AGE7074_MALE,AGE7074_FEMALE,AGE7579_TOTAL,AGE7579_MALE,AGE7579_FEMALE,AGE8084_TOTAL,AGE8084_MALE,AGE8084_FEMALE,AGE85PLUS_TOTAL,AGE85PLUS_MALE,AGE85PLUS_FEMALE,MEDIAN_AGE_TOTAL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,City_x_y,State_x,nb_personne_starbucks,smh,smf,age_homme,age_femme
164,Lima,43618,47314.0,50353.0,OH,"Lima, OH",1789,1,Lima, OH,-84.12,40.74,"Lima,  OH","Lima,  OH",Lima,310.0,30620.0,Lima,OH,Metropolitan Statistical Area,3.0,101670.0,51644.0,50026.0,6050.0,3112.0,2938.0,11831.0,6124.0,5707.0,5699.0,2941.0,2758.0,9948.0,5563.0,4385.0,80930.0,40914.0,40016.0,78090.0,39467.0,38623.0,38842.0,20576.0,18266.0,24632.0,12830.0,11802.0,24972.0,12677.0,12295.0,18538.0,8397.0,10141.0,6050.0,3112.0,2938.0,6415.0,3322.0,3093.0,6853.0,3560.0,3293.0,7278.0,3969.0,3309.0,6932.0,3777.0,3155.0,6318.0,3432.0,2886.0,6244.0,3270.0,2974.0,5919.0,3021.0,2898.0,6151.0,3107.0,3044.0,5620.0,2901.0,2719.0,6019.0,3167.0,2852.0,6544.0,3282.0,3262.0,6789.0,3327.0,3462.0,6093.0,2981.0,3112.0,5085.0,2466.0,2619.0,3105.0,1394.0,1711.0,2129.0,881.0,1248.0,2126.0,675.0,1451.0,39.0,37.3,40.7,Lima,OH,101670.0,55395.541685300865,45147.366473520204,36.15204089536054,38.69521848638708
165,Lincoln,51034,53917.0,56887.0,NE,"Lincoln, NE",1793,8,Lincoln, NE,-96.66,40.72,"Lincoln,  NE","Lincoln,  NE","Lincoln, Lincoln",310.0,30700.0,Lincoln,NE,Metropolitan Statistical Area,3.0,342117.0,172796.0,169321.0,19620.0,10126.0,9494.0,39334.0,20236.0,19098.0,18076.0,9284.0,8792.0,50189.0,25356.0,24833.0,274074.0,137752.0,136322.0,265087.0,133150.0,131937.0,153392.0,79177.0,74215.0,89695.0,46880.0,42815.0,73860.0,37526.0,36334.0,51343.0,23388.0,27955.0,19620.0,10126.0,9494.0,21337.0,11033.0,10304.0,22565.0,11546.0,11019.0,26735.0,13532.0,13203.0,36962.0,18765.0,18197.0,24654.0,12922.0,11732.0,21165.0,11295.0,9870.0,22640.0,11745.0,10895.0,21236.0,10918.0,10318.0,18505.0,9735.0,8770.0,17960.0,9275.0,8685.0,18305.0,9225.0,9080.0,19090.0,9291.0,9799.0,17579.0,8492.0,9087.0,14563.0,6803.0,7760.0,8461.0,3879.0,4582.0,5352.0,2304.0,3048.0,5388.0,1910.0,3478.0,34.5,33.7,35.4,Lincoln,NE,42764.625,62620.567026665034,51035.762126732,34.098671265538556,35.76543370284843
166,Conway,47177,50247.0,53158.0,AR,"Conway, AR",672,4,Conway, AR,-92.42,35.09,"Conway,  AR","Conway,  AR",Conway,310.0,30780.0,Conway,AR,Metropolitan Statistical Area,3.0,750936.0,363424.0,387512.0,45078.0,22946.0,22132.0,88925.0,45618.0,43307.0,40743.0,20712.0,20031.0,69234.0,34300.0,34934.0,596174.0,284228.0,311946.0,576190.0,274148.0,302042.0,301960.0,147557.0,154403.0,202565.0,97983.0,104582.0,183117.0,88373.0,94744.0,121274.0,53492.0,67782.0,45078.0,22946.0,22132.0,48400.0,24745.0,23655.0,51107.0,26311.0,24796.0,47653.0,24286.0,23367.0,51742.0,25288.0,26454.0,51278.0,24868.0,26410.0,52371.0,25146.0,27225.0,50480.0,24380.0,26100.0,48436.0,23589.0,24847.0,44776.0,21525.0,23251.0,45236.0,22208.0,23028.0,46538.0,22392.0,24146.0,46567.0,22248.0,24319.0,40842.0,18813.0,22029.0,33894.0,15433.0,18461.0,21476.0,9556.0,11920.0,13338.0,5623.0,7715.0,11724.0,4067.0,7657.0,37.8,36.7,38.8,Conway,AR,187734.0,58768.45713163125,47896.292562279465,35.324739147662235,37.4980181258903
167,Logan,40666,42943.0,46903.0,UTID,"Logan, UTID",1825,2,Logan, UT,-111.83,41.72,"Logan,  UT","Logan,  UT","Logan, Logansport",310.0,30860.0,Logan,UT,Metropolitan Statistical Area,3.0,152083.0,76373.0,75710.0,11482.0,5828.0,5654.0,23092.0,11814.0,11278.0,10813.0,5492.0,5321.0,26953.0,13018.0,13935.0,112067.0,55938.0,56129.0,106696.0,53239.0,53457.0,73832.0,37112.0,36720.0,38765.0,20002.0,18763.0,25183.0,12682.0,12501.0,15795.0,7537.0,8258.0,11482.0,5828.0,5654.0,12502.0,6387.0,6115.0,13289.0,6827.0,6462.0,14837.0,7010.0,7827.0,20230.0,10100.0,10130.0,11935.0,6365.0,5570.0,8821.0,4560.0,4261.0,8850.0,4479.0,4371.0,9159.0,4598.0,4561.0,7399.0,3765.0,3634.0,6118.0,3159.0,2959.0,5788.0,2864.0,2924.0,5878.0,2894.0,2984.0,5245.0,2545.0,2700.0,4257.0,2090.0,2167.0,2828.0,1345.0,1483.0,1883.0,870.0,1013.0,1582.0,687.0,895.0,26.3,26.3,26.3,Logan,UT,76041.5,51660.7909374974,42103.544614060374,28.678289447841514,29.348157442874125
168,Longview,44068,45896.0,48868.0,TX,"Longview, TX",1838,3,Longview, TX,-94.72,32.53,"Longview,  TX","Longview,  TX","Longview, Longview",310.0,30980.0,Longview,TX,Metropolitan Statistical Area,3.0,287868.0,143762.0,144106.0,17315.0,8762.0,8553.0,36512.0,18552.0,17960.0,16969.0,8761.0,8208.0,25589.0,13747.0,11842.0,225434.0,112000.0,113434.0,217072.0,107687.0,109385.0,110733.0,57100.0,53633.0,72553.0,36825.0,35728.0,70042.0,35034.0,35008.0,48888.0,22081.0,26807.0,17315.0,8762.0,8553.0,19773.0,10049.0,9724.0,21117.0,10736.0,10381.0,20015.0,10566.0,9449.0,18165.0,9709.0,8456.0,17780.0,9173.0,8607.0,18406.0,9248.0,9158.0,18452.0,9294.0,9158.0,17915.0,9110.0,8805.0,16407.0,8365.0,8042.0,17025.0,8684.0,8341.0,18007.0,8809.0,9198.0,18603.0,9176.0,9427.0,16123.0,7686.0,8437.0,13457.0,6285.0,7172.0,8636.0,3906.0,4730.0,5497.0,2296.0,3201.0,5175.0,1908.0,3267.0,38.1,37.0,39.2,Longview,TX,95956.0,53855.59561850214,43892.31042907924,35.468065274550995,37.466170735430865
169,Longview,46108,49882.0,54550.0,WA,"Longview, WA",1839,6,Longview, WA,-122.94,46.14,"Longview,  WA","Longview,  WA","Longview, Longview",310.0,31020.0,Longview,WA,Metropolitan Statistical Area,3.0,111524.0,55744.0,55780.0,6424.0,3281.0,3143.0,12897.0,6609.0,6288.0,5789.0,2958.0,2831.0,8160.0,4183.0,3977.0,89234.0,44347.0,44887.0,86414.0,42896.0,43518.0,40335.0,20428.0,19907.0,27890.0,14060.0,13830.0,28691.0,14397.0,14294.0,21673.0,10256.0,11417.0,6424.0,3281.0,3143.0,7118.0,3665.0,3453.0,7283.0,3717.0,3566.0,6544.0,3352.0,3192.0,5901.0,3016.0,2885.0,7008.0,3496.0,3512.0,7318.0,3667.0,3651.0,6788.0,3461.0,3327.0,6776.0,3436.0,3340.0,6401.0,3280.0,3121.0,6989.0,3504.0,3485.0,7295.0,3603.0,3692.0,8006.0,4010.0,3996.0,7020.0,3484.0,3536.0,6198.0,2936.0,3262.0,4015.0,1904.0,2111.0,2438.0,1141.0,1297.0,2002.0,791.0,1211.0,41.0,40.3,41.7,Longview,WA,18587.333333333332,60112.17067982021,48991.419104053464,37.97547718140069,39.29544639655791
170,Lubbock,45637,47822.0,51045.0,TX,"Lubbock, TX",1860,11,Lubbock, TX,-101.96,33.55,"Lubbock,  TX","Lubbock,  TX",Lubbock,310.0,31180.0,Lubbock,TX,Metropolitan Statistical Area,3.0,325245.0,160855.0,164390.0,20217.0,10326.0,9891.0,39335.0,20113.0,19222.0,17810.0,9010.0,8800.0,53183.0,27115.0,26068.0,256632.0,125830.0,130802.0,247883.0,121406.0,126477.0,153524.0,77702.0,75822.0,87179.0,43943.0,43236.0,65131.0,31616.0,33515.0,42390.0,18732.0,23658.0,20217.0,10326.0,9891.0,21368.0,10875.0,10493.0,22615.0,11604.0,11011.0,27904.0,14074.0,13830.0,38441.0,19685.0,18756.0,24398.0,12381.0,12017.0,21861.0,10953.0,10908.0,21499.0,10935.0,10564.0,19421.0,9674.0,9747.0,16164.0,7938.0,8226.0,15985.0,7774.0,8211.0,16557.0,7949.0,8608.0,16425.0,7955.0,8470.0,14565.0,6816.0,7749.0,11146.0,5115.0,6031.0,7345.0,3223.0,4122.0,4820.0,1965.0,2855.0,4514.0,1613.0,2901.0,31.7,30.6,32.7,Lubbock,TX,29567.727272727272,56310.316252073004,45892.907745439494,32.10925989244972,34.130920372285416
171,Lynchburg,41365,44598.0,47374.0,VA,"Lynchburg, VA",1868,5,Lynchburg, VA,-79.17,37.35,"Lynchburg,  VA","Lynchburg,  VA",Lynchburg,310.0,31340.0,Lynchburg,VA,Metropolitan Statistical Area,3.0,262258.0,127421.0,134837.0,13705.0,6948.0,6757.0,25615.0,13060.0,12555.0,12206.0,6215.0,5991.0,32967.0,15813.0,17154.0,216863.0,104313.0,112550.0,210732.0,101198.0,109534.0,102667.0,50590.0,52077.0,60545.0,30129.0,30416.0,66208.0,32223.0,33985.0,51012.0,23033.0,27979.0,13705.0,6948.0,6757.0,13984.0,7194.0,6790.0,14682.0,7433.0,7249.0,18817.0,9116.0,9701.0,23305.0,11345.0,11960.0,17121.0,8591.0,8530.0,15808.0,7900.0,7908.0,14113.0,6976.0,7137.0,13503.0,6662.0,6841.0,13900.0,6811.0,7089.0,16128.0,7851.0,8277.0,17854.0,8694.0,9160.0,18326.0,8867.0,9459.0,16209.0,7681.0,8528.0,13775.0,6435.0,7340.0,9541.0,4333.0,5208.0,6003.0,2561.0,3442.0,5484.0,2023.0,3461.0,39.9,38.7,41.0,Lynchburg,VA,52451.6,52353.652674669465,42668.22692985561,37.89046546487628,39.71343177317799
172,Madison,61665,64799.0,69116.0,WI,"Madison, WI",1892,11,Madison, WI,-89.38,43.07,"Madison,  WI","Madison,  WI","Madison, Madison",310.0,31540.0,Madison,WI,Metropolitan Statistical Area,3.0,683183.0,342519.0,340664.0,34941.0,17920.0,17021.0,70207.0,36034.0,34173.0,32801.0,16834.0,15967.0,83244.0,41804.0,41440.0,561536.0,280043.0,281493.0,545234.0,271731.0,273503.0,302581.0,155005.0,147576.0,194804.0,100649.0,94155.0,161184.0,80417.0,80767.0,106002.0,48861.0,57141.0,34941.0,17920.0,17021.0,38215.0,19607.0,18608.0,40260.0,20709.0,19551.0,45002.0,22732.0,22270.0,62775.0,31624.0,31151.0,52752.0,27575.0,25177.0,47852.0,24738.0,23114.0,48943.0,25236.0,23707.0,45257.0,23100.0,22157.0,38342.0,19557.0,18785.0,40238.0,20301.0,19937.0,41659.0,20555.0,21104.0,40945.0,20004.0,20941.0,36553.0,17734.0,18819.0,30178.0,14390.0,15788.0,17814.0,8296.0,9518.0,10775.0,4663.0,6112.0,10682.0,3778.0,6904.0,37.0,36.3,37.8,Madison,WI,62107.545454545456,76139.809155106,62053.94446141139,35.85947348906192,37.44904069699176
173,Nashua,63263,67127.0,71849.0,NH,"Nashua, NH",2197,5,Nashua, NH,-71.5,42.77,"Nashua,  NH","Nashua,  NH",Nashua,310.0,31700.0,Nashua,NH,Metropolitan Statistical Area,3.0,424079.0,212664.0,211415.0,21259.0,10852.0,10407.0,42023.0,21712.0,20311.0,20914.0,10688.0,10226.0,34945.0,17995.0,16950.0,350387.0,174746.0,175641.0,339883.0,169412.0,170471.0,165488.0,85018.0,80470.0,114819.0,59015.0,55804.0,119505.0,60078.0,59427.0,70614.0,32324.0,38290.0,21259.0,10852.0,10407.0,22555.0,11622.0,10933.0,24658.0,12770.0,11888.0,25271.0,12956.0,12315.0,25398.0,13047.0,12351.0,29836.0,15505.0,14331.0,30619.0,15861.0,14758.0,28323.0,14480.0,13843.0,26041.0,13169.0,12872.0,25580.0,12848.0,12732.0,30078.0,15190.0,14888.0,32695.0,16439.0,16256.0,31152.0,15601.0,15551.0,24267.0,11944.0,12323.0,19096.0,9079.0,10017.0,12198.0,5505.0,6693.0,7324.0,3088.0,4236.0,7729.0,2708.0,5021.0,40.8,39.7,41.8,Nashua,NH,84815.8,79148.69134898433,64506.18344942222,37.901581838016774,39.65053567627652
174,Manhattan,46208,48885.0,51163.0,KS,"Manhattan, KS",1914,3,Manhattan, KS,-96.56,39.18,"Manhattan,  KS","Manhattan,  KS",Manhattan,310.0,31740.0,Manhattan,KS,Metropolitan Statistical Area,3.0,133932.0,69713.0,64219.0,9653.0,4862.0,4791.0,15195.0,7703.0,7492.0,5876.0,3124.0,2752.0,29515.0,16450.0,13065.0,106086.0,55543.0,50543.0,103208.0,54024.0,49184.0,72325.0,39503.0,32822.0,38514.0,20755.0,17759.0,20546.0,10132.0,10414.0,14633.0,6687.0,7946.0,9653.0,4862.0,4791.0,8738.0,4430.0,4308.0,8037.0,4099.0,3938.0,11077.0,5788.0,5289.0,22734.0,12960.0,9774.0,12541.0,7095.0,5446.0,9885.0,5246.0,4639.0,9032.0,4758.0,4274.0,7056.0,3656.0,3400.0,5188.0,2671.0,2517.0,4844.0,2400.0,2444.0,5122.0,2465.0,2657.0,5392.0,2596.0,2796.0,4855.0,2368.0,2487.0,3994.0,1884.0,2110.0,2446.0,1148.0,1298.0,1579.0,656.0,923.0,1759.0,631.0,1128.0,27.5,26.7,28.6,Manhattan,KS,44644.0,56143.21625009315,45756.721243825916,29.812215799061867,31.679502950840096
175,Mankato,47120,50632.0,53543.0,MN,"Mankato, MN",1917,2,Mankato, MN,-93.95,44.17,"Mankato,  MN","Mankato,  MN",Mankato,310.0,31860.0,Mankato,MN,Metropolitan Statistical Area,3.0,103612.0,52293.0,51319.0,5371.0,2774.0,2597.0,11015.0,5738.0,5277.0,5006.0,2584.0,2422.0,19113.0,9323.0,9790.0,84679.0,42475.0,42204.0,82220.0,41197.0,41023.0,48662.0,24806.0,23856.0,25833.0,13572.0,12261.0,21308.0,10870.0,10438.0,15966.0,7432.0,8534.0,5371.0,2774.0,2597.0,5977.0,3124.0,2853.0,6328.0,3287.0,3041.0,9045.0,4363.0,4682.0,13784.0,6871.0,6913.0,6681.0,3605.0,3076.0,6216.0,3248.0,2968.0,6677.0,3435.0,3242.0,6259.0,3284.0,2975.0,5040.0,2571.0,2469.0,5050.0,2664.0,2386.0,5434.0,2808.0,2626.0,5784.0,2827.0,2957.0,5276.0,2623.0,2653.0,4283.0,2100.0,2183.0,2625.0,1239.0,1386.0,1853.0,795.0,1058.0,1929.0,675.0,1254.0,33.7,33.3,34.2,Mankato,MN,51806.0,58944.072336440266,48039.418954198816,34.492302985103166,35.862156316374055
176,Mansfield,39903,43561.0,46366.0,OH,"Mansfield, OH",1921,3,Mansfield, OH,-82.55,40.72,"Mansfield,  OH","Mansfield,  OH","Mansfield, Marshfield",310.0,31900.0,Mansfield,OH,Metropolitan Statistical Area,3.0,125195.0,63986.0,61209.0,7040.0,3618.0,3422.0,13871.0,7090.0,6781.0,6493.0,3383.0,3110.0,10116.0,5631.0,4485.0,100985.0,51560.0,49425.0,97791.0,49895.0,47896.0,46208.0,25369.0,20839.0,31276.0,17218.0,14058.0,31334.0,15904.0,15430.0,25065.0,11142.0,13923.0,7040.0,3618.0,3422.0,7561.0,3854.0,3707.0,7987.0,4099.0,3888.0,7481.0,3946.0,3535.0,7451.0,4205.0,3246.0,8324.0,4732.0,3592.0,7963.0,4378.0,3585.0,7397.0,4059.0,3338.0,7592.0,4049.0,3543.0,7228.0,3818.0,3410.0,7587.0,3957.0,3630.0,7986.0,3956.0,4030.0,8533.0,4173.0,4360.0,7927.0,3838.0,4089.0,6704.0,3047.0,3657.0,4343.0,1908.0,2435.0,3101.0,1274.0,1827.0,2990.0,1075.0,1915.0,40.9,38.9,43.2,Mansfield,OH,41731.666666666664,50976.756968731424,41546.05692951611,37.4815428374957,40.359375255272916
177,Mission,28256,31342.0,34503.0,TX,"Mission, TX",2084,1,Mission, TX,-98.29,26.2,"Mission,  TX","Mission,  TX",Mission,310.0,32580.0,Mission,TX,Metropolitan Statistical Area,3.0,880356.0,434265.0,446091.0,69762.0,35442.0,34320.0,144484.0,74037.0,70447.0,64140.0,32471.0,31669.0,97587.0,48952.0,48635.0,634001.0,308601.0,325400.0,601970.0,292315.0,309655.0,373698.0,187858.0,185840.0,228041.0,114517.0,113524.0,176425.0,84400.0,92025.0,99917.0,44446.0,55471.0,69762.0,35442.0,34320.0,80596.0,41403.0,39193.0,79958.0,40716.0,39242.0,77466.0,39132.0,38334.0,68191.0,34209.0,33982.0,62840.0,31751.0,31089.0,56849.0,28878.0,27971.0,54238.0,27275.0,26963.0,54114.0,26613.0,27501.0,53050.0,25803.0,27247.0,47381.0,22674.0,24707.0,40581.0,19330.0,21251.0,35413.0,16593.0,18820.0,30307.0,13902.0,16405.0,26681.0,12146.0,14535.0,18889.0,8391.0,10498.0,12674.0,5462.0,7212.0,11366.0,4545.0,6821.0,30.1,29.1,31.1,Mission,TX,880356.0,38071.963774350115,31028.650476095343,29.379636857679067,31.378431754955827
178,Medford,47774,52410.0,56842.0,OR,"Medford, OR",1992,10,Medford, OR,-122.85,42.31,"Medford,  OR","Medford,  OR","Medford, Bedford",310.0,32780.0,Medford,OR,Metropolitan Statistical Area,3.0,223734.0,109990.0,113744.0,11285.0,5814.0,5471.0,24033.0,12416.0,11617.0,10690.0,5461.0,5229.0,15876.0,8037.0,7839.0,182942.0,88944.0,93998.0,177726.0,86299.0,91427.0,80060.0,40118.0,39942.0,56292.0,28072.0,28220.0,54710.0,26840.0,27870.0,50848.0,23350.0,27498.0,11285.0,5814.0,5471.0,13004.0,6756.0,6248.0,13827.0,7112.0,6715.0,12358.0,6301.0,6057.0,11410.0,5745.0,5665.0,13389.0,6728.0,6661.0,14586.0,7248.0,7338.0,14552.0,7264.0,7288.0,13765.0,6832.0,6933.0,12223.0,6137.0,6086.0,13028.0,6604.0,6424.0,13868.0,6723.0,7145.0,15591.0,7376.0,8215.0,16140.0,7531.0,8609.0,14560.0,6902.0,7658.0,9478.0,4399.0,5079.0,5656.0,2564.0,3092.0,5014.0,1954.0,3060.0,42.6,41.4,43.9,Medford,OR,22373.4,62743.11854239865,51135.6416120549,39.393535775979636,41.48697953298635
179,Memphis,48680,52023.0,56568.0,TNMSAR,"Memphis, TNMSAR",2002,23,Memphis, TN,-89.87,35.1,"Memphis,  TN","Memphis,  TN",Memphis,310.0,32820.0,Memphis,TN,Metropolitan Statistical Area,3.0,1336103.0,639302.0,696801.0,86354.0,43798.0,42556.0,167978.0,85443.0,82535.0,75986.0,38475.0,37511.0,117617.0,58365.0,59252.0,1042866.0,490322.0,552544.0,1005785.0,471586.0,534199.0,534661.0,259046.0,275615.0,360818.0,172267.0,188551.0,329594.0,155940.0,173654.0,197756.0,85014.0,112742.0,86354.0,43798.0,42556.0,91508.0,46433.0,45075.0,96230.0,49071.0,47159.0,88619.0,44784.0,43835.0,85224.0,41995.0,43229.0,95105.0,46054.0,49051.0,94297.0,44991.0,49306.0,86758.0,41251.0,45507.0,84658.0,39971.0,44687.0,79627.0,37637.0,41990.0,83878.0,40130.0,43748.0,84437.0,40035.0,44402.0,81652.0,38138.0,43514.0,69808.0,31550.0,38258.0,55764.0,24878.0,30886.0,33624.0,14495.0,19129.0,20515.0,8228.0,12287.0,18045.0,5863.0,12182.0,36.8,35.3,38.1,Memphis,TN,58091.434782608696,62608.51485184684,51025.939604255174,34.14344863616882,36.63003210385749
180,Merced,38626,43980.0,46580.0,CA,"Merced, CA",2008,5,Merced, CA,-120.48,37.32,"Merced,  CA","Merced,  CA",Merced,310.0,32900.0,Merced,CA,Metropolitan Statistical Area,3.0,286461.0,145412.0,141049.0,20623.0,10605.0,10018.0,42582.0,21865.0,20717.0,19916.0,10223.0,9693.0,31966.0,16388.0,15578.0,213079.0,107653.0,105426.0,203340.0,102719.0,100621.0,124943.0,64614.0,60329.0,78206.0,40683.0,37523.0,60188.0,30357.0,29831.0,32980.0,15291.0,17689.0,20623.0,10605.0,10018.0,23067.0,11822.0,11245.0,24660.0,12723.0,11937.0,25921.0,13212.0,12709.0,20816.0,10719.0,10097.0,20897.0,10937.0,9960.0,20699.0,10884.0,9815.0,19287.0,10028.0,9259.0,17323.0,8834.0,8489.0,15891.0,7928.0,7963.0,15442.0,7855.0,7587.0,14953.0,7599.0,7354.0,13902.0,6975.0,6927.0,11322.0,5542.0,5780.0,8811.0,4227.0,4584.0,5795.0,2648.0,3147.0,3647.0,1593.0,2054.0,3405.0,1281.0,2124.0,31.7,31.2,32.2,Merced,CA,57292.2,51248.263839646155,41767.33502931162,30.942260611228786,32.19918609844806
181,PompanoBeach,63610,66307.0,73522.0,FL,"PompanoBeach, FL",2581,2,Pompano Beach, FL,-80.1,26.23,"Pompano Beach,  FL","Pompano Beach,  FL",Pompano Beach,310.0,33100.0,Pompano Beach,FL,Metropolitan Statistical Area,3.0,6091747.0,2983193.0,3108554.0,324866.0,165581.0,159285.0,612494.0,312709.0,299785.0,288554.0,145962.0,142592.0,467237.0,236675.0,230562.0,5008690.0,2431213.0,2577477.0,4865833.0,2358941.0,2506892.0,2271530.0,1146643.0,1124887.0,1589168.0,801217.0,787951.0,1654483.0,815290.0,839193.0,1154945.0,505759.0,649186.0,324866.0,165581.0,159285.0,334183.0,170678.0,163505.0,351740.0,179242.0,172498.0,345640.0,175529.0,170111.0,336722.0,169897.0,166825.0,369586.0,186563.0,183023.0,412863.0,209372.0,203491.0,407615.0,206528.0,201087.0,399104.0,198754.0,200350.0,404859.0,201139.0,203720.0,421413.0,210030.0,211383.0,438042.0,216026.0,222016.0,390169.0,188095.0,202074.0,334178.0,154335.0,179843.0,291738.0,131665.0,160073.0,216997.0,94670.0,122327.0,154354.0,64768.0,89586.0,157678.0,60321.0,97357.0,42.0,40.7,43.4,Pompano Beach,FL,3045873.5,81186.27154544876,66166.81130954073,38.474241525774566,40.79314497994888
182,Midland,54951,58544.0,62055.0,MI,"Midland, MI",2044,1,Midland, MI,-84.25,43.66,"Midland,  MI","Midland,  MI","Midland, Midland",310.0,33220.0,Midland,MI,Metropolitan Statistical Area,3.0,83457.0,41512.0,41945.0,4514.0,2337.0,2177.0,8751.0,4574.0,4177.0,4357.0,2164.0,2193.0,6890.0,3607.0,3283.0,68036.0,33526.0,34510.0,65835.0,32437.0,33398.0,30854.0,15762.0,15092.0,20682.0,10528.0,10154.0,22051.0,11009.0,11042.0,16212.0,7293.0,8919.0,4514.0,2337.0,2177.0,4728.0,2472.0,2256.0,5098.0,2639.0,2459.0,5336.0,2754.0,2582.0,4836.0,2480.0,2356.0,4968.0,2535.0,2433.0,5359.0,2738.0,2621.0,5333.0,2739.0,2594.0,5022.0,2516.0,2506.0,4755.0,2377.0,2378.0,5369.0,2666.0,2703.0,6035.0,3053.0,2982.0,5892.0,2913.0,2979.0,5215.0,2493.0,2722.0,4213.0,1975.0,2238.0,2767.0,1230.0,1537.0,1963.0,837.0,1126.0,2054.0,758.0,1296.0,41.5,40.1,42.9,Midland,MI,83457.0,68416.34625070223,55759.32219432232,38.13547889766814,40.409321730838
183,Midland,141994,109263.0,125455.0,TX,"Midland, TX",2045,6,Midland, TX,-102.14,32.02,"Midland,  TX","Midland,  TX","Midland, Midland",310.0,33260.0,Midland,TX,Metropolitan Statistical Area,3.0,173180.0,87958.0,85222.0,14452.0,7477.0,6975.0,26285.0,13367.0,12918.0,10274.0,5266.0,5008.0,14663.0,7482.0,7181.0,127137.0,64386.0,62751.0,122169.0,61848.0,60321.0,77233.0,40237.0,36996.0,55028.0,28875.0,26153.0,34546.0,17541.0,17005.0,17932.0,7950.0,9982.0,14452.0,7477.0,6975.0,14855.0,7596.0,7259.0,14162.0,7157.0,7005.0,11717.0,6011.0,5706.0,10488.0,5351.0,5137.0,13650.0,6996.0,6654.0,15232.0,7984.0,7248.0,14554.0,7752.0,6802.0,11592.0,6143.0,5449.0,9204.0,4772.0,4432.0,8461.0,4319.0,4142.0,8501.0,4256.0,4245.0,8380.0,4194.0,4186.0,6535.0,3170.0,3365.0,4514.0,2051.0,2463.0,2781.0,1207.0,1574.0,1912.0,731.0,1181.0,2190.0,791.0,1399.0,32.3,32.1,32.6,Midland,TX,28863.333333333332,138020.16695726992,112486.43607017497,30.473350917483344,31.823414141888247
184,Waukesha,58192,61378.0,65803.0,WI,"Waukesha, WI",3386,4,Waukesha, WI,-88.24,43.02,"Waukesha,  WI","Waukesha,  WI",Waukesha,310.0,33340.0,Waukesha,WI,Metropolitan Statistical Area,3.0,1566487.0,768275.0,798212.0,93016.0,47249.0,45767.0,180322.0,92144.0,88178.0,84125.0,43063.0,41062.0,136293.0,68240.0,68053.0,1250777.0,607214.0,643563.0,1209024.0,585819.0,623205.0,620310.0,308771.0,311539.0,421245.0,208325.0,212920.0,393179.0,193673.0,199506.0,258307.0,115581.0,142726.0,93016.0,47249.0,45767.0,97735.0,50086.0,47649.0,103940.0,52915.0,51025.0,103169.0,52887.0,50282.0,95896.0,47559.0,48337.0,107280.0,53243.0,54037.0,107885.0,53213.0,54672.0,106010.0,52245.0,53765.0,100070.0,49624.0,50446.0,89150.0,44150.0,45000.0,96516.0,48072.0,48444.0,103108.0,50483.0,52625.0,104405.0,50968.0,53437.0,88110.0,42151.0,45959.0,70171.0,32795.0,37376.0,42746.0,19053.0,23693.0,27722.0,11321.0,16401.0,29558.0,10261.0,19297.0,38.5,37.6,39.4,Waukesha,WI,391621.75,72651.71434558708,59211.14719165347,36.03756337249032,37.99762970238483
